	controlA	controlB	thrombinA	thrombinB	thrombinC
RFNG	462	453	425	413	400
DUS1L	822	879	1047	963	1000
FASN	8833	8981	9040	9072	8567
CCDC57	120	107	41	55	62
CSNK1D	2665	2705	3443	3110	3316
CD7	2	2	0	0	1
SECTM1	30	33	48	46	40
OGFOD3	453	484	667	587	591
C17orf62	648	724	757	705	693
WDR45B	1738	1658	2004	1852	1991
RAB40B	109	97	102	77	72
ZNF750	7	9	8	7	6
B3GNTL1	71	74	68	65	58
MGC70870	2	1	1	3	0
LOC102723376	0	0	0	0	0
ROCK1P1	4	7	2	3	2
USP14	2846	2924	2475	1985	2399
CETN1	0	0	0	0	0
CLUL1	3	4	2	0	0
TYMS	1608	1626	1478	1302	1544
ADCYAP1	0	0	0	0	0
NDC80	416	431	182	133	148
SMCHD1	1018	1038	269	203	249
EMILIN2	119	141	197	147	192
MYL12A	10765	10958	11046	9328	10834
MYL12B	12688	12805	10354	8606	9956
TGIF1	998	917	1309	1178	1237
LOC100505592	39	27	33	16	26
DLGAP1-AS1	144	130	117	105	136
DLGAP1-AS2	111	128	96	69	74
DLGAP1-AS3	0	0	0	0	0
MIR6718	0	0	0	0	0
DLGAP1-AS4	0	0	0	0	0
DLGAP1-AS5	0	0	0	0	0
LINC00667	359	343	290	260	290
LOC645355	0	0	0	0	0
MIR3976	0	0	0	0	0
LOC101927150	0	1	0	0	0
C18orf64	0	0	0	0	0
ARHGAP28	89	101	15	14	24
LRRC30	0	0	0	0	0
PTPRM	2572	2531	2226	1970	2285
RAB12	941	963	1222	1034	1265
MTCL1	854	830	553	511	491
NDUFV2	1152	1193	1264	992	1200
ANKRD12	927	895	139	110	121
TWSG1	3967	4182	2027	1654	2009
RALBP1	2703	2584	2650	2168	2573
LOC101927323	6	8	8	4	8
RAB31	922	983	1175	1014	1239
TXNDC2	1	0	1	1	1
VAPA	1932	1864	1784	1524	1706
APCDD1	0	0	0	0	0
NAPG	636	612	431	333	421
LOC101927410	0	0	0	0	0
LINC01255	0	0	0	0	0
SLC35G4P	0	1	0	0	0
GNAL	95	79	82	52	63
CHMP1B	1328	1325	1672	1431	1592
IMPA2	10	8	11	10	8
ANKRD62	0	0	0	0	0
C18orf61	0	1	0	0	1
CIDEA	2	4	7	1	4
TUBB6	8835	8605	12227	11348	11610
SLMO1	76	80	62	35	55
PSMG2	581	565	651	532	613
SEH1L	391	400	358	328	361
CEP192	552	641	240	223	261
LDLRAD4	28	38	15	21	20
MIR5190	0	0	0	0	0
MIR4526	0	0	0	0	0
RNMT	1222	1237	585	446	507
MC5R	0	0	0	1	0
ANKRD20A5P	1	1	0	0	1
CYP4F35P	0	0	0	0	0
ANKRD30B	0	2	0	0	0
MIR3156-2	0	0	0	0	0
LOC400644	3	5	0	1	0
GREB1L	44	31	17	24	16
SNRPD1	714	666	542	429	546
MIR320C1	2	0	0	0	0
MIB1	1682	1580	611	481	569
GATA6	160	123	182	166	169
RBBP8	185	206	60	43	68
MIR4741	0	0	0	0	0
CABLES1	1218	1242	855	760	839
RIOK3	1639	1576	1219	1026	1297
C18orf8	808	764	956	797	997
LAMA3	211	221	211	172	198
TTC39C	26	17	33	31	29
CABYR	47	54	62	45	54
MIR320C2	1	0	0	0	0
IMPACT	519	518	371	245	295
HRH4	2	0	0	0	1
LOC729950	0	0	1	0	0
PSMA8	0	0	0	0	0
TAF4B	43	61	55	43	61
LOC100506787	0	0	0	0	0
AQP4-AS1	1	1	0	0	0
MIR302F	0	0	0	0	0
LOC101927698	0	0	0	0	0
DSG1	0	0	0	0	0
DSG4	0	0	0	0	0
DSG3	3	3	0	4	1
DSG2	6	4	3	1	2
TTR	0	0	0	0	0
RNF125	39	39	22	18	18
RNF138	393	401	263	228	279
MEP1B	1	1	0	0	0
WBP11P1	0	0	0	0	0
ASXL3	0	0	1	1	2
DTNA	99	92	95	63	67
MAPRE2	5317	5179	5685	4736	5404
ZNF397	70	93	37	40	33
ZNF271	553	561	267	212	233
MIR3975	0	1	0	0	0
GALNT1	9813	9661	4682	3619	4571
C18orf21	253	245	161	132	150
ELP2	1075	1242	1058	858	1005
MOCOS	72	73	73	71	106
FHOD3	21	39	15	12	14
KIAA1328	55	86	40	31	37
MIR4318	0	0	0	0	0
MIR5583-1	0	0	0	0	0
LOC101927900	0	0	0	0	0
PIK3C3	676	710	516	373	514
LINC00907	2	1	0	1	0
SETBP1	9	5	1	2	6
SLC14A2	0	2	0	0	1
SLC14A1	0	0	0	0	0
SIGLEC15	4	12	6	8	4
HAUS1	406	435	262	194	259
C18orf25	490	428	285	255	297
RNF165	0	0	0	0	0
KATNAL2	12	16	9	4	6
CTIF	1663	1714	1744	1529	1612
MIR4743	0	0	0	0	0
MIR1539	0	0	0	0	0
LIPG	4111	4197	4069	3655	3946
SCARNA17	8	14	6	4	2
SNHG22	10	15	11	6	9
SKA1	271	248	236	188	203
MAPK4	0	0	0	0	0
ME2	889	835	824	676	816
ELAC1	74	72	80	53	64
SMAD4	1160	1216	991	893	1043
LOC100287225	0	0	0	0	0
DCC	0	0	0	0	0
LOC102724651	0	0	0	0	0
POLI	320	358	55	64	91
C18orf54	536	542	129	95	148
DYNAP	0	0	0	0	0
RAB27B	0	1	0	0	1
MIR4529	0	0	0	0	0
WDR7	432	412	313	284	285
BOD1L2	0	0	0	0	0
ST8SIA3	0	0	0	0	0
ONECUT2	3	2	2	3	1
LOC100505549	335	314	327	300	335
NEDD4L	2461	2487	4581	3834	4410
MIR122	0	0	0	0	0
MALT1	183	190	106	72	114
ZNF532	2389	2241	2051	1732	1944
OACYLP	1	0	0	0	0
SEC11C	288	243	278	215	247
GRP	0	0	0	0	0
PMAIP1	1457	1359	1391	1151	1422
CDH20	2	0	1	3	0
LOC100996669	0	1	1	0	0
KIAA1468	587	565	388	280	320
TNFRSF11A	164	160	125	76	122
ZCCHC2	820	813	593	458	535
PHLPP1	270	265	293	283	262
SERPINB5	0	0	0	0	0
SERPINB12	0	0	0	0	0
SERPINB13	0	0	0	0	0
SERPINB11	0	0	0	0	0
SERPINB7	0	1	0	1	0
SERPINB2	187	174	281	251	297
SERPINB10	0	0	0	0	0
HMSD	3	4	2	0	2
SERPINB8	1264	1290	1779	1357	1673
LOC284294	0	0	0	0	0
CDH7	1	0	0	0	0
MIR5011	0	0	0	0	0
LOC643542	28	22	36	38	33
CCDC102B	20	13	2	5	2
DOK6	0	0	2	0	0
SOCS6	467	483	283	218	278
LOC100505817	2	0	0	0	0
TIMM21	287	272	175	187	188
C18orf63	0	0	1	1	0
CNDP2	2605	2550	3964	3467	3682
CNDP1	0	0	1	0	0
ZNF407	453	449	368	277	335
TSHZ1	648	627	487	403	461
LOC339298	0	0	0	0	0
FLJ44313	0	0	0	0	0
LINC00908	0	0	0	0	0
LINC00683	0	0	0	0	0
ZNF236	301	275	236	239	239
GALR1	0	0	0	0	0
SALL3	0	0	0	0	0
ATP9B	267	270	306	251	294
NFATC1	328	336	388	396	409
CTDP1	651	675	889	892	861
KCNG2	1	0	0	0	0
HSBP1L1	37	28	29	21	13
RBFA	372	360	392	364	412
RBFADN	1	1	0	0	0
ADNP2	614	622	612	542	616
PARD6G-AS1	8	5	1	0	2
MIR8078	0	0	0	0	0
THOC1	534	498	232	196	204
COLEC12	1165	1191	984	813	927
TYMSOS	213	252	167	179	187
ENOSF1	1400	1419	1274	982	1247
YES1	2152	2064	755	575	751
LINC00470	1	0	0	0	0
METTL4	322	322	167	123	153
CBX3P2	3	3	4	1	2
LPIN2	1320	1412	1573	1324	1599
LOC727896	8	10	0	6	1
MYOM1	22	7	8	3	13
DLGAP1	0	4	1	1	1
C18orf42	0	0	0	0	0
LINC00526	9	4	13	7	5
ZBTB14	230	215	217	151	162
EPB41L3	587	580	571	481	601
TMEM200C	0	1	4	1	1
L3MBTL4	1	0	0	0	2
MIR4317	0	0	0	0	0
LINC00668	0	0	0	0	0
LAMA1	3	4	3	4	4
LOC100192426	0	0	0	0	0
LOC101927275	13	9	0	5	5
PPP4R1	2469	2587	2513	2046	2501
LINC01254	0	0	0	0	0
PIEZO2	1095	1093	965	821	954
MIR7153	0	0	0	0	0
MPPE1	231	230	220	183	177
AFG3L2	1276	1226	1439	1301	1380
SPIRE1	1786	1741	1494	1258	1484
CEP76	165	142	130	108	122
LOC100996324	0	0	1	0	0
PTPN2	346	338	223	196	225
LDLRAD4-AS1	1	0	0	1	0
FAM210A	338	349	325	228	301
MC2R	0	0	0	0	0
ZNF519	25	23	9	5	9
CXADRP3	0	0	0	0	0
POTEC	0	0	0	0	0
LOC101927642	3	2	3	1	1
LOC644669	0	0	0	0	0
ROCK1	2222	2087	698	547	705
ESCO1	329	368	68	50	84
ABHD3	84	87	53	41	44
MIR133A1HG	1	5	1	0	1
MIR133A1	0	0	0	0	0
MIR1-2	0	0	0	0	0
GATA6-AS1	6	4	3	4	3
CTAGE1	0	0	0	0	0
LOC101927571	1	0	0	0	0
TMEM241	172	121	188	134	162
NPC1	2829	2896	4771	4000	4720
ANKRD29	11	12	5	4	4
LOC102724246	3	0	0	0	0
OSBPL1A	393	334	228	178	265
ZNF521	2192	2137	943	836	927
SS18	1629	1566	1011	754	959
KCTD1	212	177	239	202	167
MIR8057	0	0	0	0	0
PCAT18	0	0	0	0	0
AQP4	0	0	0	0	0
CHST9	0	0	0	0	0
CDH2	3480	3456	3969	3382	4049
DSC3	6	5	2	2	2
DSC2	0	0	0	0	0
DSC1	0	0	0	0	0
LOC101927718	0	0	0	0	0
LOC100652770	0	0	0	1	0
B4GALT6	562	557	375	321	373
SLC25A52	0	0	0	0	0
TRAPPC8	1021	1020	321	252	303
GAREM	6	7	1	2	7
KLHL14	1	2	2	1	1
CCDC178	29	49	25	15	18
NOL4	0	0	0	0	0
ZSCAN30	228	248	125	97	109
ZNF24	1286	1246	626	516	585
ZNF396	7	8	2	2	3
INO80C	314	305	368	328	371
MIR187	0	0	0	0	0
RPRD1A	1116	1091	708	597	730
SLC39A6	863	859	926	643	773
TPGS2	2471	2496	2786	2320	2714
CELF4	0	0	0	0	0
LINC00669	3	4	2	5	0
MIR5583-2	0	0	0	0	0
KC6	0	0	0	0	0
RIT2	0	0	0	0	2
SYT4	0	0	0	0	0
LOC101927921	0	0	0	0	0
MIR4319	0	0	0	0	0
FLJ44087	0	0	0	0	0
EPG5	1834	1816	1751	1470	1667
PSTPIP2	139	151	218	210	227
ATP5A1	6491	6787	7122	6068	6844
LOXHD1	0	0	0	0	0
ST8SIA5	0	1	2	0	0
PIAS2	374	377	220	201	239
TCEB3CL2	0	0	0	0	0
TCEB3C	0	0	0	0	0
TCEB3B	0	1	0	0	0
HDHD2	374	335	283	209	275
IER3IP1	994	1022	699	592	743
SKOR2	0	0	0	0	0
SMAD2	1751	1640	1391	1085	1289
ZBTB7C	0	0	0	0	0
SMAD7	27	28	23	22	23
DYM	751	733	789	606	687
MIR4744	0	0	0	0	0
C18orf32	19	21	23	26	14
RPL17-C18orf32	0	0	0	0	0
RPL17	196	209	193	172	186
SNORD58B	0	0	0	0	0
SNORD58C	11	9	3	3	6
SNORD58A	14	4	5	2	1
ACAA2	1014	997	1078	861	986
MYO5B	76	93	42	29	62
MIR4320	0	0	0	0	0
CCDC11	7	5	5	4	9
MBD1	1423	1449	1452	1291	1358
CXXC1	645	607	603	576	661
MRO	0	0	0	0	0
MEX3C	1032	1007	1169	940	1169
LOC101928167	1	0	0	0	0
MBD2	1589	1425	1380	1142	1347
SNORA37	0	1	1	0	0
STARD6	2	2	0	0	0
CCDC68	25	34	18	11	15
LOC101927229	1	2	0	0	0
TCF4	6475	6340	3825	3005	3678
LOC101927273	0	0	0	0	0
LOC100505474	0	0	0	0	0
TXNL1	1204	1138	1273	1005	1153
LINC-ROR	1	1	0	1	0
FECH	604	576	702	579	659
NARS	3159	3205	2565	2163	2546
ATP8B1	5236	4937	5901	4752	5642
MIR3591	1	0	0	0	0
ALPK2	0	0	0	0	0
LOC101927322	7	5	2	5	3
RAX	0	0	0	0	0
CPLX4	0	1	0	0	0
LMAN1	4204	4185	2550	2055	2548
CCBE1	83	78	66	49	67
MC4R	0	0	0	0	0
RNF152	95	92	24	19	35
PIGN	790	858	612	513	567
BCL2	22	19	49	20	38
KDSR	1416	1440	1444	1171	1349
VPS4B	1355	1347	1003	770	968
SERPINB4	0	0	0	0	0
SERPINB3	0	0	0	0	0
LINC00305	19	14	6	6	11
LOC400654	0	0	0	0	0
CDH19	0	0	0	0	1
DSEL	1109	1121	958	814	975
TMX3	2457	2394	943	731	861
CD226	1	2	0	0	0
RTTN	354	358	297	244	301
LOC101060542	0	0	0	0	0
GTSCR1	0	0	0	0	0
LOC100505776	0	0	0	0	0
CBLN2	7	19	27	21	22
NETO1	0	0	0	0	0
LOC400655	1	0	0	0	0
FBXO15	0	0	0	1	0
CYB5A	282	313	368	331	362
FAM69C	0	0	0	0	0
LINC00909	85	85	69	59	59
ZADH2	501	583	402	333	442
SMIM21	0	0	0	0	0
ZNF516	348	361	411	398	394
LOC101927651	0	0	0	0	0
LOC100131655	10	15	21	18	14
MBP	629	627	719	551	716
LINC01029	0	0	0	0	0
PQLC1	568	585	910	888	798
TXNL4A	884	878	1119	955	1057
PARD6G	34	38	28	21	26
OR4F17	0	0	0	0	0
MADCAM1	3	3	3	1	0
TPGS1	70	85	127	149	118
CDC34	1187	1191	1721	1633	1666
GZMM	0	2	1	2	0
BSG	6526	6608	9366	8661	8614
HCN2	34	34	60	53	59
FGF22	0	1	0	0	0
FSTL3	465	483	901	842	863
PALM	190	151	219	219	174
MISP	0	2	1	1	0
PTBP1	6145	6123	6933	6271	6566
MIR4745	0	0	0	0	0
MIR3187	2	5	4	0	1
AZU1	0	2	0	1	0
PRTN3	0	0	0	0	0
ELANE	0	0	0	0	0
CFD	3	2	3	5	4
KISS1R	0	1	0	0	0
ARID3A	249	241	275	242	262
WDR18	474	479	630	603	593
GRIN3B	55	62	89	88	70
CNN2	3592	3285	5762	5126	5449
ABCA7	178	175	89	86	91
HMHA1	558	523	596	585	626
GPX4	5197	5066	6717	6171	6123
STK11	935	949	1140	1116	1065
ATP5D	687	698	856	914	796
MIDN	1095	1010	1281	1204	1194
CIRBP	1689	1570	1247	1096	1199
C19orf24	284	331	382	379	360
EFNA2	4	5	8	4	9
MUM1	705	676	592	549	533
NDUFS7	444	482	548	600	552
DAZAP1	1610	1564	1647	1426	1585
RPS15	3617	3551	4851	4691	4485
APC2	47	42	61	54	50
REEP6	36	26	34	36	25
PLK5	2	0	0	0	0
ONECUT3	0	0	0	0	0
LOC100288123	51	53	40	42	38
ADAT3	53	65	87	99	74
SCAMP4	1120	1138	1435	1307	1359
CSNK1G2	1629	1556	1994	2010	1912
IZUMO4	17	18	8	9	7
DOT1L	615	632	796	780	691
SF3A2	1096	1027	1211	1105	1105
AMH	21	23	4	3	6
MIR4321	0	0	0	0	0
OAZ1	5845	5907	7554	7318	7344
SPPL2B	651	686	738	724	679
TMPRSS9	11	21	19	15	15
GADD45B	526	532	525	481	473
THOP1	806	802	922	923	902
ZNF554	44	39	28	27	33
ZNF555	83	95	49	42	60
ZNF556	0	0	0	0	0
ZNF57	86	76	46	38	30
TLE6	11	7	7	6	3
GNA11	2282	2350	3231	3092	3054
GNA15	3	3	6	6	5
S1PR4	6	10	9	14	5
NCLN	1817	1828	2329	2309	2312
CELF5	2	1	0	0	0
NFIC	1786	1709	2318	2108	2152
FZR1	1095	1074	1637	1502	1489
C19orf71	70	77	60	86	68
HMG20B	1090	1069	1103	1059	1169
GIPC3	63	68	62	63	73
CACTIN-AS1	246	239	315	289	263
TJP3	4	5	3	1	6
MRPL54	253	251	404	360	353
ATCAY	0	2	0	0	0
NMRK2	0	0	0	0	0
PIAS4	578	521	673	622	605
CREB3L3	0	2	0	0	0
ANKRD24	12	16	7	10	9
EBI3	21	21	53	39	41
CCDC94	189	188	215	196	192
SHD	0	0	0	0	0
FSD1	161	207	188	189	233
MPND	129	131	156	178	145
CHAF1A	420	426	359	325	366
MIR4746	2	1	3	2	3
HDGFRP2	1668	1569	1712	1647	1575
TNFAIP8L1	2734	2743	3964	3515	3789
LOC100131094	301	323	417	332	385
MIR7-3HG	0	0	0	0	0
MIR7-3	0	0	0	0	0
FEM1A	568	553	718	691	743
UHRF1	536	495	362	338	346
MIR4747	0	0	0	0	0
KDM4B	924	912	1143	1123	1150
ZNRF4	0	0	0	0	0
SAFB	1602	1498	1438	1316	1397
HSD11B1L	46	45	35	48	37
RPL36	4332	4134	5316	4963	5143
CATSPERD	0	0	0	0	0
NRTN	0	0	1	0	0
LOC101928844	0	0	0	0	0
VMAC	68	65	46	38	48
CAPS	74	80	27	34	45
LOC100128568	4	2	1	0	2
ACSBG2	2	4	2	2	0
CLPP	734	750	1023	889	928
ALKBH7	218	216	341	293	261
CRB3	0	0	0	0	1
TNFSF9	128	101	179	153	166
TRIP10	1595	1486	1972	1822	1815
VAV1	2	1	0	0	0
EMR1	0	0	1	1	0
MBD3L5	0	0	0	0	0
MBD3L2	0	0	0	0	0
ZNF557	174	167	151	123	144
ARHGEF18	971	1001	1425	1325	1375
C19orf45	1	0	1	1	2
ZNF358	621	548	647	657	598
MCOLN1	990	945	1201	1155	1170
PNPLA6	2920	2863	3748	3841	3637
CAMSAP3	2	3	2	4	2
MIR6792	0	0	0	0	0
PET100	321	345	371	309	364
STXBP2	799	789	937	861	934
RETN	0	0	0	0	0
MCEMP1	2	0	0	1	0
TRAPPC5	549	542	794	866	725
CLEC4M	5	11	8	3	3
CLEC4GP1	64	49	7	10	8
EVI5L	525	522	560	556	528
LRRC8E	67	53	63	49	64
MAP2K7	581	602	624	632	633
TGFBR3L	3	4	1	4	5
SNAPC2	371	387	539	471	502
CCL25	0	0	0	0	0
CERS4	82	80	93	94	71
RPS28	3747	3984	4883	4950	4740
ANGPTL4	200	202	334	311	363
RAB11B	1120	1096	1419	1372	1338
MARCH2	645	653	784	743	778
HNRNPM	4622	4419	5014	4401	4792
OR2Z1	0	0	0	0	0
MBD3L1	0	0	0	0	0
OR1M1	0	0	0	0	0
ZNF317	698	667	728	596	699
OR7D2	24	24	16	11	13
OR7E24	2	0	0	0	0
ZNF559	180	187	61	48	53
ZNF559-ZNF177	1	1	0	0	0
ZNF177	0	0	0	0	0
C19orf82	21	25	22	19	19
UBL5	1431	1651	2176	1863	2044
PIN1	540	595	725	714	732
RDH8	0	0	0	0	0
C3P1	2	0	0	0	0
C19orf66	804	901	858	837	877
PPAN	11	13	12	16	11
PPAN-P2RY11	0	0	0	0	0
P2RY11	21	15	10	5	16
SNORD105	0	0	0	1	1
SNORD105B	0	0	0	0	0
MIR4322	0	0	0	0	0
MRPL4	764	700	887	817	802
ICAM1	16536	16567	60410	53154	58328
ICAM4	31	32	72	74	85
ICAM5	4	5	7	9	5
PDE4A	264	235	228	222	280
ATG4D	184	187	261	251	256
MIR1238	0	0	0	0	0
SLC44A2	3161	3179	4166	3653	4096
ILF3	6685	6674	7058	6244	6714
QTRT1	344	330	349	382	325
DNM2	2788	2837	3457	3183	3372
MIR638	0	0	0	0	0
MIR4748	0	0	0	0	0
MIR6793	0	0	1	0	0
C19orf38	2	4	0	1	1
CARM1	1881	1983	2484	2363	2450
C19orf52	179	157	165	163	167
SMARCA4	3569	3366	4454	4062	4211
LDLR	6965	7259	8016	6968	7711
MIR6886	0	0	0	0	0
C19orf80	10	7	1	4	7
TSPAN16	1	0	0	0	0
CCDC159	148	157	128	132	125
LPPR2	851	864	1106	1093	964
SWSAP1	31	37	36	43	39
PRKCSH	5116	4934	6487	6154	5982
CNN1	34	31	63	53	52
ZNF627	235	249	191	145	186
ZNF833P	0	3	1	1	0
ZNF441	66	79	12	11	10
ZNF491	11	8	10	6	8
ZNF440	149	170	52	57	71
ZNF439	5	7	2	0	2
ZNF69	40	46	18	23	29
ZNF700	169	155	36	25	49
ZNF763	23	23	13	10	8
ZNF844	30	29	16	17	14
ZNF788	43	30	24	16	20
ZNF136	78	91	32	19	23
LOC100289333	1	3	0	0	0
ZNF791	223	234	160	109	142
WDR83	828	862	958	874	946
ASNA1	1135	1174	1586	1525	1550
BEST2	0	0	0	0	0
JUNB	501	489	1193	1229	1100
RNASEH2A	264	267	298	246	269
MAST1	0	5	1	3	1
MIR6794	0	0	0	0	0
GCDH	238	255	329	285	315
CALR	33343	32344	40479	37019	39712
MIR6515	0	0	0	0	0
RAD23A	1332	1352	1692	1544	1653
DAND5	2	4	1	2	1
NFIX	443	446	527	434	532
NACC1	2066	2067	2461	2331	2274
IER2	948	928	1407	1350	1326
CCDC130	456	473	347	376	370
MRI1	637	602	387	365	456
C19orf53	1042	908	1161	1082	1128
ZSWIM4	847	798	1571	1507	1444
MIR181C	0	0	0	0	0
MIR181D	0	1	0	0	0
NANOS3	10	10	2	2	5
CC2D1A	542	559	526	468	477
DCAF15	425	493	524	508	481
RLN3	0	0	0	0	0
IL27RA	175	177	259	237	292
LOC113230	9	2	1	4	1
MIR1199	0	0	0	0	0
LOC100507373	72	53	31	28	36
CD97	100	105	101	70	64
PKN1	3485	3537	4537	4486	4610
MIR639	0	0	0	0	0
TECR	569	574	681	539	629
CLEC17A	0	1	0	0	0
ZNF333	142	126	110	130	118
OR7C2	0	0	0	0	0
CCDC105	0	0	0	0	0
CASP14	0	0	0	0	0
OR1I1	0	0	0	0	0
SYDE1	581	604	709	641	641
MIR1470	0	0	0	0	0
CYP4F22	0	0	0	0	0
CYP4F8	0	0	0	0	0
CYP4F3	1	1	0	0	0
CYP4F12	0	0	0	0	0
OR10H2	0	0	0	0	0
OR10H3	0	0	0	0	0
OR10H5	0	0	0	0	0
UCA1	110	92	79	59	62
OR10H4	0	0	0	0	0
LINC00661	0	0	0	0	0
LINC00905	0	0	0	0	0
TPM4	26529	25246	30063	25565	29268
RAB8A	1492	1346	1489	1268	1478
HSH2D	9	8	14	9	4
FAM32A	1633	1485	1817	1492	1711
AP1M1	1527	1601	1921	1801	1871
KLF2	173	154	195	185	159
C19orf44	339	293	354	314	325
TMEM38A	15	7	5	7	1
NWD1	0	2	0	0	0
SIN3B	2254	2282	2459	2191	2264
F2RL3	253	238	374	370	359
MYO9B	4329	4200	6047	5707	5867
USE1	147	148	194	184	158
OCEL1	100	107	95	104	115
BABAM1	1289	1302	1448	1267	1441
ANKLE1	34	34	20	16	15
MRPL34	294	327	396	352	357
DDA1	965	956	1260	1079	1210
GTPBP3	230	255	207	208	202
MVB12A	378	322	440	386	367
SLC27A1	260	219	240	188	196
PGLS	805	812	1131	977	1043
FAM129C	5	11	4	0	4
COLGALT1	12923	12978	20746	18925	20280
MAP1S	1200	1196	2116	2145	2039
FCHO1	44	27	36	28	38
B3GNT3	0	1	0	0	0
RPL18A	8432	8517	11491	11388	10853
SNORA68	3	6	5	3	4
SLC5A5	0	0	1	1	0
CCDC124	876	860	1088	1094	1040
KCNN1	4	5	3	1	2
ARRDC2	470	461	401	381	411
MAST3	161	146	140	132	136
PIK3R2	469	498	486	447	461
IFI30	83	81	136	124	129
MPV17L2	204	208	291	240	242
MIR3188	0	0	0	0	0
PGPEP1	1037	1049	1037	904	1027
GDF15	3165	3158	5305	5204	4968
MIR3189	16	11	5	5	2
SSBP4	978	949	1073	972	998
KXD1	1420	1397	1622	1536	1556
UBA52	6167	6272	7776	7329	7628
C19orf60	245	248	275	334	234
TMEM59L	6	9	10	9	8
KLHL26	84	102	91	87	90
CRTC1	228	201	185	166	159
UPF1	2091	1987	2607	2353	2450
DDX49	573	543	693	617	635
ARMC6	683	786	909	874	934
SLC25A42	142	106	120	86	86
RFXANK	588	633	788	764	802
NCAN	0	0	0	0	0
MAU2	1153	1146	1250	1125	1182
GATAD2A	2080	1976	2643	2537	2515
NDUFA13	1161	1177	1451	1401	1390
YJEFN3	22	29	5	13	7
CILP2	2	1	1	0	0
ZNF101	106	80	93	64	114
ZNF253	60	57	14	13	17
ZNF93	88	83	54	41	38
ZNF90	15	9	3	1	3
ZNF486	130	133	110	66	107
ZNF85	62	79	33	19	29
ZNF430	135	112	35	27	39
ZNF714	190	175	61	52	43
ZNF431	144	137	31	21	32
ZNF738	165	156	94	61	92
ZNF493	77	80	14	8	17
LINC00664	0	0	0	0	0
ZNF429	17	21	6	6	5
LOC641367	4	3	0	2	4
ZNF257	6	10	2	2	1
ZNF729	0	0	0	0	0
LINC01233	0	0	0	0	0
GOLGA2P9	0	0	0	0	0
LOC100996349	0	0	0	0	0
ZNF492	6	2	0	0	2
ZNF730	3	8	2	2	4
RPSAP58	227	303	403	388	407
ZNF726	6	2	5	5	3
ZNF254	299	286	67	83	108
LOC101927151	116	90	80	102	85
LINC00906	0	0	0	0	0
LOC102724958	0	0	0	0	0
LOC100505835	0	0	0	0	0
VSTM2B	0	0	0	0	0
POP4	406	409	459	390	477
PLEKHF1	136	142	191	199	177
CCNE1	117	104	111	97	122
URI1	706	685	510	402	483
ZNF536	0	0	0	1	0
THEG5	0	0	0	0	0
CTC-360P9.3	0	0	0	0	0
ZNF507	428	459	181	118	157
DPY19L3	627	574	259	212	271
PDCD5	1008	932	995	795	970
RGS9BP	2	0	1	1	1
NUDT19	353	371	490	413	444
TDRD12	0	1	0	0	1
C19orf40	56	59	59	44	42
GPATCH1	135	139	138	120	132
WDR88	2	4	4	0	3
LRP3	235	218	290	305	280
CEBPA-AS1	0	0	0	0	0
CEBPG	841	867	724	561	699
CHST8	0	0	0	0	1
KCTD15	579	572	540	550	561
LSM14A	2076	1976	1586	1333	1511
KIAA0355	1474	1389	1667	1485	1666
GPI	4847	4713	5882	5137	5681
PDCD2L	84	85	104	98	104
UBA2	1679	1616	1269	993	1240
WTIP	286	300	332	333	305
SCGB2B3P	0	0	0	0	0
ZNF302	323	312	90	78	87
ZNF181	124	115	28	37	33
ZNF30	67	65	17	13	17
GRAMD1A	1582	1648	2246	2016	2085
SCN1B	221	202	258	240	252
HPN	3	3	2	0	0
FXYD3	0	0	0	1	0
MIR6887	0	0	0	0	0
FXYD1	2	3	2	0	2
FXYD7	1	0	0	1	0
FXYD5	2794	2470	3045	2602	2975
LSR	16	25	26	29	28
USF2	1007	967	980	1022	1062
HAMP	1	0	0	0	0
MAG	1	0	0	0	0
CD22	1	2	1	0	0
MIR5196	0	0	0	0	0
FFAR1	0	0	0	0	0
FFAR3	0	1	0	0	0
LOC100128682	0	1	0	0	0
FFAR2	0	0	0	0	0
GAPDHS	25	36	9	10	16
TMEM147	737	768	976	917	966
LOC102723617	0	0	0	0	0
HAUS5	209	196	132	134	152
RBM42	930	909	1189	1171	1163
ETV2	8	12	8	4	6
COX6B1	1297	1270	1676	1389	1506
UPK1A	1	0	0	0	0
ZBTB32	1	2	0	1	0
KMT2B	1255	1223	1299	1202	1311
PSENEN	483	505	699	595	664
LIN37	249	219	228	244	207
C19orf55	142	135	138	123	119
ARHGAP33	135	137	50	69	67
KIRREL2	0	0	0	1	3
APLP1	97	98	146	106	140
HCST	1	2	3	0	1
LRFN3	246	218	329	314	338
SDHAF1	84	65	89	86	86
LOC101927572	96	76	83	92	77
WDR62	293	281	232	238	230
OVOL3	2	2	0	3	0
TBCB	1096	1083	1405	1311	1324
CAPNS1	7566	6999	9260	8024	8945
ZNF146	1397	1288	630	562	587
LOC100134317	0	1	1	0	0
LOC644189	3	2	1	3	1
LOC728752	59	50	37	41	32
LOC101927599	50	42	38	37	29
ZNF382	58	50	18	12	24
ZNF567	83	110	26	18	35
ZNF790-AS1	28	25	13	13	18
ZNF345	65	49	26	17	20
ZNF568	91	96	52	36	39
ZNF420	68	85	20	22	27
ZNF383	55	62	46	31	29
LOC101927667	10	10	5	5	5
HKR1	361	353	295	268	293
ZNF527	83	69	33	35	35
ZNF570	59	47	28	23	30
ZNF793	37	28	14	9	10
